text_id,word,prev_word,next_word,prefix,suffix,BIO,POS,head,head_id,deprel
34,artis,negotiatori,ratiariae,art,tis,O,NOUN,negotiatori,13,nmod
34,ratiariae,artis,qui,rat,iae,O,NOUN,artis,14,nmod
34,qui,ratiariae,vixit,qui,qui,O,PUNCT,vixit,17,nsubj
34,vixit,qui,annis,vix,xit,O,VERB,Nigidia,22,acl:relcl
34,annis,vixit,LXVI,ann,nis,O,NOUN,vixit,28,obl
34,LXVI,annis,diebus,LXV,XVI,O,NUM,annis,18,nummod
34,diebus,LXVI,XVIIII,die,bus,O,NOUN,vixit,17,obl
34,XVIIII,diebus,Nigidia,XVI,III,O,NUM,diebus,20,nummod
34,Nigidia,XVIIII,Grata,Nig,dia,B-PERS:NOMEN,PROPN,genuit,39,obl
34,Grata,Nigidia,coniunx,Gra,ata,B-PERS:COG,PROPN,Nigidia,22,flat:name
34,coniunx,Grata,quae,con,unx,O,NOUN,Nigidia,22,appos
34,quae,coniunx,cum,qua,uae,O,PRON,cognovit,33,obj
34,cum,quae,eo,cum,cum,O,ADP,esset,35,mark
34,eo,cum,vixit,eo,eo,O,ADV,vixit,28,obl
34,vixit,eo,annis,vix,xit,O,VERB,Nigidia,22,acl:relcl
34,annis,vixit,XXIIII,ann,nis,O,NOUN,vixit,28,obl
34,XXIIII,annis,quae,XXI,III,O,NUM,annis,29,nummod
34,quae,XXIIII,cum,qua,uae,O,PRON,cognovit,33,obj
34,cum,quae,cognovit,cum,cum,O,ADP,esset,35,mark
34,cognovit,cum,cum,cog,vit,O,VERB,genuit,39,advcl
34,cum,cognovit,esset,cum,cum,O,ADP,esset,35,mark
34,esset,cum,annorum,ess,set,O,AUX,cognovit,33,advcl
34,annorum,esset,ex,ann,rum,O,NOUN,filium,40,conj
34,ex,annorum,quo,ex,ex,O,ADP,quo,38,case
34,quo,ex,genuit,quo,quo,O,ADV,genuit,39,obl
34,genuit,quo,filium,gen,uit,O,VERB,genuit,39,ROOT
34,filium,genuit,Valerium,fil,ium,O,NOUN,genuit,39,obj
34,Valerium,filium,Sattianum,Val,ium,B-PERS:NOMEN,PROPN,filium,40,conj
34,Sattianum,Valerium,annorum,Sat,num,B-PERS:COG,ADJ,Valerium,41,amod
34,annorum,Sattianum,et,ann,rum,O,NOUN,filium,40,conj
34,et,annorum,filias,et,et,O,CCONJ,dedicaverunt,64,cc
34,filias,et,Valeriam,fil,ias,O,NOUN,filium,40,conj
34,Valeriam,filias,Attiolam,Val,iam,B-PERS:NOMEN,PROPN,filium,40,conj
34,Attiolam,Valeriam,annorum,Att,lam,B-PERS:COG,PROPN,Valeriam,50,amod
34,annorum,Attiolam,et,ann,rum,O,NOUN,filium,40,conj
34,et,annorum,Valeriam,et,et,O,CCONJ,dedicaverunt,64,cc
34,Valeriam,et,Attiolam,Val,iam,B-PERS:NOMEN,PROPN,filium,40,conj
34,Attiolam,Valeriam,minorem,Att,lam,B-PERS:COG,PROPN,Valeriam,50,amod
34,minorem,Attiolam,annorum,min,rem,B-PERS:FILI,ADJ,Valeriam,50,amod
34,annorum,minorem,VIII,ann,rum,O,NOUN,filium,40,conj
34,VIII,annorum,coniugi,VII,III,O,NUM,annorum,53,nummod
34,coniugi,VIII,et,con,ugi,O,NOUN,filium,40,nmod
34,et,coniugi,patri,et,et,O,CCONJ,dedicaverunt,64,cc
34,patri,et,karissimo,pat,tri,O,NOUN,curaverunt,60,obl:arg
34,karissimo,patri,ponendum,kar,imo,O,ADJ,patri,57,amod
34,ponendum,karissimo,curaverunt,pon,dum,O,VERB,curaverunt,60,ccomp
34,curaverunt,ponendum,et,cur,unt,O,VERB,genuit,39,conj
34,et,curaverunt,sub,et,et,O,CCONJ,dedicaverunt,64,cc
34,sub,et,ascia,sub,sub,O,ADP,ascia,63,case
34,ascia,sub,dedicaverunt,asc,cia,O,X,dedicaverunt,64,obl
34,dedicaverunt,ascia,procurante,ded,unt,O,VERB,genuit,39,conj
34,procurante,dedicaverunt,Valerio,pro,nte,O,VERB,dedicaverunt,64,advcl:abs
34,Valerio,procurante,nepote,Val,rio,B-PERS:NOMEN,PROPN,procurante,65,nsubj
34,nepote,Valerio,<END>,nep,ote,O,NOUN,Valerio,66,appos
484,Gaudentius,<START>,die,Gau,ius,B-PERS,PROPN,Gaudentius,1,ROOT
484,die,Gaudentius,III,die,die,O,PUNCT,conssulibus,9,obl
484,III,die,Kalendas,III,III,O,NUM,die,2,nummod
484,Kalendas,III,Augustas,Kal,das,O,NOUN,die,2,nmod
484,Augustas,Kalendas,Sergio,Aug,tas,O,PROPN,Kalendas,4,amod
484,Sergio,Augustas,et,Ser,gio,B-PERS,PROPN,conssulibus,9,nsubj
484,et,Sergio,Nigriano,et,et,O,CCONJ,Nigriano,8,cc
484,Nigriano,et,conssulibus,Nig,ano,B-PERS,PROPN,Sergio,6,conj
484,conssulibus,Nigriano,<END>,con,bus,O,ADJ,Gaudentius,1,advcl:abs
86,Dis,<START>,Manibus,Dis,Dis,O,NOUN,Manibus,2,case
86,Manibus,Dis,sacrum,Man,bus,O,PROPN,Manibus,2,ROOT
86,sacrum,Manibus,Mummiae,sac,rum,O,ADJ,Manibus,2,amod
86,Mummiae,sacrum,Matronae,Mum,iae,B-PERS:NOMEN,PROPN,sacrum,3,nmod
86,Matronae,Mummiae,coniugi,Mat,nae,B-PERS:COG,NOUN,Mummiae,4,conj
86,coniugi,Matronae,incomNparabili,con,ugi,O,NOUN,Mummiae,4,conj
86,incomNparabili,coniugi,Iulius,inc,ili,O,ADJ,Mummiae,4,amod
86,Iulius,incomNparabili,Exor,Iul,ius,B-PERS:NOMEN,PROPN,Manibus,2,conj
86,Exor,Iulius,<END>,Exo,xor,B-PERS:COG,VERB,Iulius,8,flat:name
751,Dis,<START>,Manibus,Dis,Dis,O,NOUN,Manibus,2,case
751,Manibus,Dis,Iulio,Man,bus,O,PROPN,fecerunt,15,obl
751,Iulio,Manibus,Aplanio,Iul,lio,B-PERS:PRAE,PROPN,fecerunt,15,obl:arg
751,Aplanio,Iulio,Severino,Apl,nio,B-PERS:NOMEN,NOUN,Iulio,3,flat:name
751,Severino,Aplanio,qui,Sev,ino,B-PERS:COG,PROPN,Iulio,3,flat:name
751,qui,Severino,vixit,qui,qui,O,PUNCT,vixit,7,nsubj
751,vixit,qui,annis,vix,xit,O,VERB,Iulio,3,acl:relcl
751,annis,vixit,VIII,ann,nis,O,NOUN,vixit,7,obl
751,VIII,annis,mensibus,VII,III,O,NUM,annis,8,nummod
751,mensibus,VIII,VI,men,bus,O,NOUN,annis,8,nmod
751,VI,mensibus,parentes,VI,VI,O,NUM,mensibus,10,nummod
751,parentes,VI,bene,par,tes,O,NOUN,fecerunt,15,obj
751,bene,parentes,merenti,ben,ene,O,ADV,merenti,14,advmod
751,merenti,bene,fecerunt,mer,nti,O,ADJ,fecerunt,15,xcomp
751,fecerunt,merenti,<END>,fec,unt,O,VERB,fecerunt,15,ROOT
355,Marco,<START>,Ulpio,Mar,rco,B-PERS:PRAE,PROPN,vixit,8,nsubj
355,Ulpio,Marco,Superato,Ulp,pio,B-PERS:NOMEN,PROPN,Marco,1,flat:name
355,Superato,Ulpio,liberto,Sup,ato,B-PERS:COG,VERB,Marco,1,flat:name
355,liberto,Superato,et,lib,rto,O,NOUN,Marco,1,appos
355,et,liberto,alumno,et,et,O,CCONJ,alumno,6,cc
355,alumno,et,dulcissimo,alu,mno,O,NOUN,liberto,4,conj
355,dulcissimo,alumno,vixit,dul,imo,O,ADJ,alumno,6,amod
355,vixit,dulcissimo,annos,vix,xit,O,VERB,vixit,8,ROOT
355,annos,vixit,VIIII,ann,nos,O,NOUN,vixit,8,obj
355,VIIII,annos,Marcus,VII,III,O,NUM,annos,9,nummod
355,Marcus,VIIII,Ulpius,Mar,cus,B-PERS:PRAE,PROPN,fecit,20,nsubj
355,Ulpius,Marcus,Optatus,Ulp,ius,B-PERS:NOMEN,PROPN,Marcus,11,flat:name
355,Optatus,Ulpius,centurio,Opt,tus,B-PERS:COG,VERB,centurio,14,acl
355,centurio,Optatus,legionis,cen,rio,O,NOUN,Marcus,11,appos
355,legionis,centurio,III,leg,nis,O,NOUN,centurio,14,nmod
355,III,legionis,Augustae,III,III,O,NUM,legionis,15,nummod
355,Augustae,III,Piae,Aug,tae,O,PROPN,legionis,15,nmod
355,Piae,Augustae,Vindicis,Pia,iae,O,PROPN,legionis,15,nmod
355,Vindicis,Piae,fecit,Vin,cis,O,NOUN,Piae,18,amod
355,fecit,Vindicis,<END>,fec,cit,O,VERB,vixit,8,conj
524,Iovi,<START>,Optimo,Iov,ovi,O,PROPN,solvit,25,dep
524,Optimo,Iovi,Maximo,Opt,imo,O,ADJ,Iovi,1,amod
524,Maximo,Optimo,Iunoni,Max,imo,O,PROPN,Iovi,1,conj
524,Iunoni,Maximo,Reginae,Iun,oni,O,PROPN,Iovi,1,conj
524,Reginae,Iunoni,Minervae,Reg,nae,O,NOUN,Iovi,1,conj
524,Minervae,Reginae,Sanctissimae,Min,vae,O,PROPN,Reginae,5,nmod
524,Sanctissimae,Minervae,ceterisque,San,mae,O,ADJ,Minervae,6,amod
524,ceterisque,Sanctissimae,di,cet,que,O,DET,,-1,
524,di,ceterisque,is,di,di,O,PUNCT,Iovi,1,conj
524,is,di,deabusqu,is,is,O,PUNCT,di,10,appos
524,deabusqu,is,ae,dea,squ,O,NOUN,di,10,appos
524,ae,deabusqu,omnibus,ae,ae,O,CCONJ,di,10,dep
524,omnibus,ae,sacrum,omn,bus,O,DET,di,10,det
524,sacrum,omnibus,Marcus,sac,rum,O,ADJ,solvit,25,dep
524,Marcus,sacrum,Aurelius,Mar,cus,B-PERS:PRAE,PROPN,solvit,25,nsubj
524,Aurelius,Marcus,Titianus,Aur,ius,B-PERS:NOMEN,PROPN,Marcus,16,flat:name
524,Titianus,Aurelius,beneficiarius,Tit,nus,B-PERS:COG,PROPN,Marcus,16,flat:name
524,beneficiarius,Titianus,consularis,ben,ius,B-TITLE,NOUN,solvit,25,dep
524,consularis,beneficiarius,legionis,con,ris,I-TITLE,NOUN,legionis,21,amod
524,legionis,consularis,VII,leg,nis,O,NOUN,beneficiarius,19,nmod
524,VII,legionis,Claudiae,VII,VII,O,NUM,beneficiarius,19,obj
524,Claudiae,VII,votum,Cla,iae,O,PROPN,VII,22,nmod
524,votum,Claudiae,solvit,vot,tum,O,NOUN,solvit,25,obj
524,solvit,votum,libens,sol,vit,O,VERB,solvit,25,ROOT
524,libens,solvit,merito,lib,ens,O,ADJ,solvit,25,advcl:pred
524,merito,libens,Caio,mer,ito,O,VERB,libens,26,obl
524,Caio,merito,Aufidio,Cai,aio,B-PERS:PRAE,PROPN,consulibus,34,nsubj
524,Aufidio,Caio,Victorino,Auf,dio,B-PERS:NOMEN,PROPN,Caio,28,flat:name
524,Victorino,Aufidio,Tiberio,Vic,ino,B-PERS:COG,PROPN,Caio,28,flat:name
524,Tiberio,Victorino,Claudio,Tib,rio,B-PERS:PRAE,PROPN,Caio,28,conj
524,Claudio,Tiberio,Proculo,Cla,dio,B-PERS:NOMEN,PROPN,Caio,28,conj
524,Proculo,Claudio,consulibus,Pro,ulo,B-PERS:COG,PROPN,Caio,28,flat:name
524,consulibus,Proculo,<END>,con,bus,O,NOUN,solvit,25,advcl:abs
185,Imperatori,<START>,Caesari,Imp,ori,B-PERS:TITLE,NOUN,Imperatori,1,ROOT
185,Caesari,Imperatori,divi,Cae,ari,B-PERS:TITLE,PROPN,divi,3,obl:arg
185,divi,Caesari,Severi,div,ivi,B-PERS:FILI,VERB,Severi,4,amod
185,Severi,divi,nepoti,Sev,eri,I-PERS:FILI,PROPN,Imperatori,1,appos
185,nepoti,Severi,divi,nep,oti,I-PERS:FILI,NOUN,Severi,4,appos
185,divi,nepoti,Antonini,div,ivi,B-PERS:FILI,VERB,Severi,4,amod
185,Antonini,divi,Magni,Ant,ini,I-PERS:FILI,PROPN,Imperatori,1,nmod
185,Magni,Antonini,filio,Mag,gni,I-PERS:FILI,ADJ,filio,9,nmod
185,filio,Magni,Marco,fil,lio,I-PERS:FILI,NOUN,Antonini,7,appos
185,Marco,filio,Aurelio,Mar,rco,B-PERS:PRAE,PROPN,filio,9,flat
185,Aurelio,Marco,Antonino,Aur,lio,B-PERS:NOMEN,PROPN,Marco,10,flat:name
185,Antonino,Aurelio,Pio,Ant,ino,B-PERS:COG,PROPN,Antonini,7,conj
185,Pio,Antonino,Felici,Pio,Pio,B-PERS:AG,PROPN,Antonino,12,flat:name
185,Felici,Pio,Augusto,Fel,ici,B-PERS:AG,PROPN,Antonino,12,flat:name
185,Augusto,Felici,pontifici,Aug,sto,B-PERS:TITLE,PROPN,Imperatori,1,nsubj
185,pontifici,Augusto,maximo,pon,ici,B-TITLE,NOUN,Augusto,15,conj
185,maximo,pontifici,tribunicia,max,imo,I-TITLE,ADJ,potestate,19,amod
185,tribunicia,maximo,potestate,tri,cia,B-TITLE,ADJ,potestate,19,amod
185,potestate,tribunicia,III,pot,ate,I-TITLE,NOUN,Augusto,15,conj
185,III,potestate,consuli,III,III,O,NUM,consuli,21,nummod
185,consuli,III,III,con,uli,B-TITLE,NOUN,Imperatori,1,nmod
185,III,consuli,patri,III,III,O,NUM,consuli,21,nummod
185,patri,III,patriae,pat,tri,B-TITLE,NOUN,consuli,21,nmod
185,patriae,patri,proconsuli,pat,iae,I-TITLE,ADJ,patri,23,nmod
185,proconsuli,patriae,civcitas,pro,uli,B-TITLE,NOUN,patri,23,nmod
185,civcitas,proconsuli,Aurelia,civ,tas,O,NOUN,consuli,21,nsubj
185,Aurelia,civcitas,Aquensis,Aur,lia,B-PERS:NOMEN,ADJ,civcitas,26,amod
185,Aquensis,Aurelia,ab,Aqu,sis,B-PERS:COG,ADJ,civcitas,26,amod
185,ab,Aquensis,Aquis,ab,ab,O,ADP,Aquis,30,case
185,Aquis,ab,leugas,Aqu,uis,O,NOUN,leugas,31,obl
185,leugas,Aquis,<END>,leu,gas,O,ADJ,civcitas,26,amod
810,Lucius,<START>,Annius,Luc,ius,B-PERS:PRAE,PROPN,Lucius,1,ROOT
810,Annius,Lucius,CCaiorum,Ann,ius,B-PERS:NOMEN,PROPN,Lucius,1,flat:name
810,CCaiorum,Annius,libertus,CCa,rum,B-PERS:FILI,PROPN,libertus,4,nmod
810,libertus,CCaiorum,Servius,lib,tus,I-PERS:FILI,NOUN,Lucius,1,appos
810,Servius,libertus,porcinarius,Ser,ius,B-PERS:COG,PROPN,Lucius,1,conj
810,porcinarius,Servius,<END>,por,ius,O,NOUN,Servius,5,appos
419,Luci,<START>,Sepuni,Luc,uci,B-PERS:PRAE,PROPN,Luci,1,conj
419,Sepuni,Luci,Luci,Sep,uni,B-PERS:NOMEN,PROPN,Luci,1,flat:name
419,Luci,Sepuni,filii,Luc,uci,B-PERS:FILI,PROPN,Luci,1,conj
419,filii,Luci,Sandiliani,fil,lii,I-PERS:FILI,NOUN,Luci,3,appos
419,Sandiliani,filii,in,San,ani,B-PERS:COG,PROPN,Luci,3,nmod
419,in,Sandiliani,frontem,in,in,O,ADP,agrum,11,case
419,frontem,in,pedes,fro,tem,O,NOUN,datum,15,obl
419,pedes,frontem,XX,ped,des,O,X,frontem,7,conj
419,XX,pedes,in,XX,XX,O,NUM,pedes,12,nummod
419,in,XX,agrum,in,in,O,ADP,agrum,11,case
419,agrum,in,pedes,agr,rum,O,NOUN,frontem,7,nmod
419,pedes,agrum,XX,ped,des,O,X,frontem,7,conj
419,XX,pedes,publice,XX,XX,O,NUM,pedes,12,nummod
419,publice,XX,datum,pub,ice,O,ADV,datum,15,advmod
419,datum,publice,ex,dat,tum,O,VERB,datum,15,ROOT
419,ex,datum,decreto,ex,ex,O,ADP,decreto,17,case
419,decreto,ex,decurionum,dec,eto,O,NOUN,datum,15,obl
419,decurionum,decreto,<END>,dec,num,O,NOUN,decreto,17,nmod
616,Lucio,<START>,Annio,Luc,cio,B-PERS:PRAE,PROPN,adfuerunt,18,nsubj
616,Annio,Lucio,Luci,Ann,nio,B-PERS:NOMEN,PROPN,ponere,130,nsubj
616,Luci,Annio,filio,Luc,uci,B-PERS:FILI,PROPN,filio,4,nmod
616,filio,Luci,Collina,fil,lio,I-PERS:FILI,NOUN,viri,51,appos
616,Collina,filio,Modesto,Col,ina,B-PERS:TRIBE,ADJ,Lucio,1,conj
616,Modesto,Collina,honorato,Mod,sto,B-PERS:COG,PROPN,Annio,131,flat:name
616,honorato,Modesto,equo,hon,ato,O,VERB,equo,8,amod
616,equo,honorato,publico,equ,quo,O,NOUN,Lucio,1,conj
616,publico,equo,Kalendis,pub,ico,O,ADJ,equo,8,amod
616,Kalendis,publico,Iuniis,Kal,dis,O,NOUN,equo,8,nmod
616,Iuniis,Kalendis,in,Iun,iis,O,ADJ,Kalendis,10,amod
616,in,Iuniis,curia,in,in,O,ADP,vita,150,case
616,curia,in,basilicae,cur,ria,O,NOUN,adfuerunt,18,obl
616,basilicae,curia,Augusti,bas,cae,O,NOUN,curia,13,nmod
616,Augusti,basilicae,Annianae,Aug,sti,O,PROPN,basilicae,14,nmod
616,Annianae,Augusti,scribundo,Ann,nae,O,ADJ,basilicae,14,amod
616,scribundo,Annianae,adfuerunt,scr,ndo,O,VERB,adfuerunt,18,advcl:abs
616,adfuerunt,scribundo,Titus,adf,unt,O,VERB,adfuerunt,18,ROOT
616,Titus,adfuerunt,Oppius,Tit,tus,B-PERS:PRAE,PROPN,Titus,19,conj
616,Oppius,Titus,Severus,Opp,ius,B-PERS:NOMEN,PROPN,Titus,19,flat:name
616,Severus,Oppius,Viguetius,Sev,rus,B-PERS:COG,PROPN,Titus,19,flat:name
616,Viguetius,Severus,Liberalis,Vig,ius,B-PERS:NOMEN,PROPN,Titus,19,conj
616,Liberalis,Viguetius,Iulius,Lib,lis,B-PERS:COG,PROPN,Titus,19,conj
616,Iulius,Liberalis,Capretanus,Iul,ius,B-PERS:PRAE,PROPN,Titus,19,conj
616,Capretanus,Iulius,Granius,Cap,nus,B-PERS:NOMEN,ADJ,Iulius,24,flat:name
616,Granius,Capretanus,Longinus,Gra,ius,B-PERS:NOMEN,NOUN,Titus,19,conj
616,Longinus,Granius,quod,Lon,nus,B-PERS:COG,PROPN,Titus,19,conj
616,quod,Longinus,Titus,quo,uod,O,PRON,praestiterit,151,mark
616,Titus,quod,Aufidius,Tit,tus,B-PERS:PRAE,PROPN,Titus,19,conj
616,Aufidius,Titus,Thrasea,Auf,ius,B-PERS:NOMEN,PROPN,Titus,29,flat:name
616,Thrasea,Aufidius,Tiberius,Thr,sea,B-PERS:COG,PROPN,Titus,29,conj
616,Tiberius,Thrasea,Claudius,Tib,ius,B-PERS:PRAE,PROPN,Titus,29,conj
616,Claudius,Tiberius,Quartinus,Cla,ius,B-PERS:NOMEN,PROPN,Titus,29,conj
616,Quartinus,Claudius,IIviri,Qua,nus,B-PERS:COG,PROPN,Titus,29,conj
616,IIviri,Quartinus,verba,IIv,iri,O,NUM,Titus,29,appos
616,verba,IIviri,fecerunt,ver,rba,O,NOUN,fecerunt,37,obj
616,fecerunt,verba,de,fec,unt,O,VERB,Titus,19,conj
616,de,fecerunt,confirmanda,de,de,O,ADP,re,61,case
616,confirmanda,de,auctoritate,con,nda,O,VERB,fecerunt,37,advcl:abs
616,auctoritate,confirmanda,memoriae,auc,ate,O,NOUN,confirmanda,39,nsubj:pass
616,memoriae,auctoritate,honorandae,mem,iae,O,NOUN,auctoritate,40,nmod
616,honorandae,memoriae,statuaque,hon,dae,O,VERB,auctoritate,40,acl
616,statuaque,honorandae,ponenda,sta,que,O,NOUN,,-1,
616,ponenda,statuaque,Annio,pon,nda,O,VERB,confirmanda,39,conj
616,Annio,ponenda,Modesto,Ann,nio,B-PERS:NOMEN,PROPN,ponere,130,nsubj
616,Modesto,Annio,Anni,Mod,sto,B-PERS:COG,PROPN,Annio,131,flat:name
616,Anni,Modesto,Numisiani,Ann,nni,B-PERS:NOMEN,PROPN,Annio,46,nmod
616,Numisiani,Anni,ornati,Num,ani,B-PERS:COG,PROPN,Anni,48,amod
616,ornati,Numisiani,viri,orn,ati,O,ADJ,viri,51,acl
616,viri,ornati,filio,vir,iri,O,NOUN,Annio,46,appos
